Agno;Tipo Institucion;Matricula primer agno hombres;Matricula primer agno mujeres
2023;Univ.;48;12
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;0;0
2023;Univ.;3;8
2023;Univ.;21;25
2023;Univ.;6;2
2023;Univ.;0;0
2023;Univ.;16;33
2023;Univ.;4;6
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;2;6
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;10;12
2023;Univ.;0;0
2023;Univ.;14;3
2023;Univ.;17;20
2023;Univ.;3;8
2023;Univ.;2;5
2023;Univ.;0;0
2023;Univ.;4;4
2023;Univ.;14;12
2023;Univ.;5;0
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;74;112
2023;Univ.;35;139
2023;Univ.;3;7
2023;Univ.;16;105
2023;Univ.;0;9
2023;Univ.;3;40
2023;Univ.;11;30
2023;Univ.;3;1
2023;Univ.;8;1
2023;Univ.;1;6
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;19;3
2023;Univ.;3;4
2023;Univ.;0;0
2023;Univ.;6;3
2023;Univ.;29;16
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;26;11
2023;Univ.;10;3
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;5;0
2023;Univ.;28;8
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;36;17
2023;Univ.;14;13
2023;Univ.;27;24
2023;Univ.;77;54
2023;Univ.;0;0
2023;Univ.;234;142
2023;Univ.;20;20
2023;Univ.;45;46
2023;Univ.;46;79
2023;Univ.;64;101
2023;Univ.;10;54
2023;Univ.;26;35
2023;Univ.;42;127
2023;Univ.;10;17
2023;Univ.;46;79
2023;Univ.;44;42
2023;Univ.;87;85
2023;Univ.;69;166
2023;Univ.;35;38
2023;Univ.;127;156
2023;Univ.;6;60
2023;Univ.;0;73
2023;Univ.;8;18
2023;Univ.;16;16
2023;Univ.;18;13
2023;Univ.;38;76
2023;Univ.;23;10
2023;Univ.;20;52
2023;Univ.;25;87
2023;Univ.;44;53
2023;Univ.;29;46
2023;Univ.;2;60
2023;Univ.;16;49
2023;Univ.;37;96
2023;Univ.;9;9
2023;Univ.;149;15
2023;Univ.;63;14
2023;Univ.;181;57
2023;Univ.;76;14
2023;Univ.;27;4
2023;Univ.;8;16
2023;Univ.;22;10
2023;Univ.;18;22
2023;Univ.;9;14
2023;Univ.;17;12
2023;Univ.;;
2023;Univ.;4;10
2023;Univ.;11;15
2023;Univ.;;
2023;Univ.;29;23
2023;Univ.;28;17
2023;Univ.;6;8
2023;Univ.;;2
2023;Univ.;3;3
2023;Univ.;26;20
2023;Univ.;13;7
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;13;9
2023;Univ.;5;3
2023;Univ.;;
2023;Univ.;;
2023;Univ.;12;11
2023;Univ.;4;4
2023;Univ.;;
2023;Univ.;;
2023;Univ.;3;2
2023;Univ.;18;17
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;29;28
2023;Univ.;31;40
2023;Univ.;;
2023;Univ.;7;21
2023;Univ.;15;7
2023;Univ.;27;12
2023;Univ.;13;14
2023;Univ.;33;11
2023;Univ.;42;130
2023;Univ.;14;36
2023;Univ.;63;165
2023;Univ.;29;29
2023;Univ.;15;10
2023;Univ.;4;11
2023;Univ.;;
2023;Univ.;7;23
2023;Univ.;17;38
2023;Univ.;;
2023;Univ.;51;78
2023;Univ.;;
2023;Univ.;81;107
2023;Univ.;21;38
2023;Univ.;4;32
2023;Univ.;1;26
2023;Univ.;7;87
2023;Univ.;10;88
2023;Univ.;;18
2023;Univ.;1;2
2023;Univ.;5;9
2023;Univ.;27;7
2023;Univ.;27;7
2023;Univ.;7;6
2023;Univ.;;
2023;Univ.;4;4
2023;Univ.;12;60
2023;Univ.;10;19
2023;Univ.;;
2023;Univ.;9;4
2023;Univ.;;
2023;Univ.;;
2023;Univ.;11;34
2023;Univ.;29;121
2023;Univ.;23;28
2023;Univ.;30;30
2023;Univ.;19;
2023;Univ.;7;39
2023;Univ.;12;40
2023;Univ.;;47
2023;Univ.;7;32
2023;Univ.;9;18
2023;Univ.;43;47
2023;Univ.;4;45
2023;Univ.;10;60
2023;Univ.;34;4
2023;Univ.;44;9
2023;Univ.;30;14
2023;Univ.;24;11
2023;Univ.;8;
2023;Univ.;30;16
2023;Univ.;16;10
2023;Univ.;1;1
2023;Univ.;26;4
2023;Univ.;34;2
2023;Univ.;82;20
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;5;
2023;Univ.;17;8
2023;Univ.;13;4
2023;Univ.;;
2023;Univ.;21;7
2023;Univ.;8;1
2023;Univ.;;
2023;Univ.;9;4
2023;Univ.;;
2023;Univ.;;
2023;Univ.;7;10
2023;Univ.;16;13
2023;Univ.;33;31
2023;Univ.;11;24
2023;Univ.;7;16
2023;Univ.;20;16
2023;Univ.;;
2023;Univ.;23;21
2023;Univ.;25;26
2023;Univ.;10;1
2023;Univ.;11;17
2023;Univ.;18;23
2023;Univ.;19;43
2023;Univ.;11;36
2023;Univ.;14;50
2023;Univ.;5;12
2023;Univ.;55;52
2023;Univ.;17;19
2023;Univ.;1;27
2023;Univ.;;
2023;Univ.;0;26
2023;Univ.;0;22
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;3;24
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;2;7
2023;Univ.;9;21
2023;Univ.;32;8
2023;Univ.;;
2023;Univ.;3;2
2023;Univ.;17;11
2023;Univ.;8;32
2023;Univ.;5;3
2023;Univ.;;
2023;Univ.;12;29
2023;Univ.;;
2023;Univ.;19;57
2023;Univ.;7;26
2023;Univ.;33;33
2023;Univ.;12;17
2023;Univ.;10;22
2023;Univ.;18;56
2023;Univ.;2;20
2023;Univ.;3;62
2023;Univ.;15;28
2023;Univ.;19;29
2023;Univ.;22;20
2023;Univ.;;
2023;Univ.;40;4
2023;Univ.;;
2023;Univ.;21;2
2023;Univ.;;
2023;Univ.;18;2
2023;Univ.;;
2023;Univ.;;
2023;Univ.;80;13
2023;Univ.;;
2023;Univ.;26;2
2023;Univ.;75;31
2023;Univ.;28;13
2023;Univ.;;
2023;Univ.;33;5
2023;Univ.;14;4
2023;Univ.;9;1
2023;Univ.;4;0
2023;Univ.;13;0
2023;Univ.;;
2023;Univ.;37;2
2023;Univ.;;
2023;Univ.;6;6
2023;Univ.;6;15
2023;Univ.;9;7
2023;Univ.;5;26
2023;Univ.;21;21
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;11;15
2023;Univ.;16;33
2023;Univ.;0;0
2023;Univ.;6;6
2023;Univ.;27;33
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;7;8
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;11;20
2023;Univ.;14;45
2023;Univ.;11;36
2023;Univ.;9;45
2023;Univ.;13;30
2023;Univ.;0;0
2023;Univ.;5;5
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;10;14
2023;Univ.;10;29
2023;Univ.;12;28
2023;Univ.;6;14
2023;Univ.;9;6
2023;Univ.;0;0
2023;Univ.;16;33
2023;Univ.;25;24
2023;Univ.;31;43
2023;Univ.;14;14
2023;Univ.;0;0
2023;Univ.;10;15
2023;Univ.;0;0
2023;Univ.;15;36
2023;Univ.;3;5
2023;Univ.;10;7
2023;Univ.;18;15
2023;Univ.;13;18
2023;Univ.;17;19
2023;Univ.;19;29
2023;Univ.;9;13
2023;Univ.;7;33
2023;Univ.;8;32
2023;Univ.;6;4
2023;Univ.;4;24
2023;Univ.;32;41
2023;Univ.;12;17
2023;Univ.;4;35
2023;Univ.;0;29
2023;Univ.;0;49
2023;Univ.;0;0
2023;Univ.;0;90
2023;Univ.;4;22
2023;Univ.;6;15
2023;Univ.;25;5
2023;Univ.;10;26
2023;Univ.;8;8
2023;Univ.;27;11
2023;Univ.;1;62
2023;Univ.;0;56
2023;Univ.;13;17
2023;Univ.;19;25
2023;Univ.;13;24
2023;Univ.;15;43
2023;Univ.;10;42
2023;Univ.;6;36
2023;Univ.;32;13
2023;Univ.;15;24
2023;Univ.;10;36
2023;Univ.;11;26
2023;Univ.;15;61
2023;Univ.;19;68
2023;Univ.;4;5
2023;Univ.;15;1
2023;Univ.;41;3
2023;Univ.;17;4
2023;Univ.;30;5
2023;Univ.;26;5
2023;Univ.;30;18
2023;Univ.;0;1
2023;Univ.;18;9
2023;Univ.;31;5
2023;Univ.;12;4
2023;Univ.;17;5
2023;Univ.;9;7
2023;Univ.;16;10
2023;Univ.;30;17
2023;Univ.;19;24
2023;Univ.;7;15
2023;Univ.;0;0
2023;Univ.;5;21
2023;Univ.;9;40
2023;Univ.;11;10
2023;Univ.;11;69
2023;Univ.;26;5
2023;Univ.;20;4
2023;Univ.;39;6
2023;Univ.;0;0
2023;Univ.;16;18
2023;Univ.;35;1
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;17;12
2023;Univ.;15;4
2023;Univ.;3;52
2023;Univ.;0;9
2023;Univ.;0;0
2023;Univ.;5;35
2023;Univ.;0;61
2023;Univ.;11;62
2023;Univ.;11;31
2023;Univ.;9;16
2023;Univ.;4;1
2023;Univ.;33;57
2023;Univ.;0;31
2023;Univ.;67;0
2023;Univ.;12;4
2023;Univ.;6;2
2023;Univ.;42;27
2023;Univ.;3;6
2023;Univ.;17;44
2023;Univ.;6;9
2023;Univ.;20;13
2023;Univ.;23;19
2023;Univ.;30;21
2023;Univ.;13;27
2023;Univ.;12;11
2023;Univ.;0;0
2023;Univ.;3;32
2023;Univ.;8;16
2023;Univ.;3;13
2023;Univ.;6;14
2023;Univ.;13;40
2023;Univ.;6;5
2023;Univ.;7;24
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;3;10
2023;Univ.;33;19
2023;Univ.;26;85
2023;Univ.;19;16
2023;Univ.;36;51
2023;Univ.;2;49
2023;Univ.;4;61
2023;Univ.;0;0
2023;Univ.;1;52
2023;Univ.;18;6
2023;Univ.;0;0
2023;Univ.;6;37
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;3;7
2023;Univ.;3;1
2023;Univ.;5;17
2023;Univ.;15;35
2023;Univ.;0;28
2023;Univ.;58;0
2023;Univ.;3;5
2023;Univ.;4;1
2023;Univ.;0;0
2023;Univ.;23;13
2023;Univ.;0;0
2023;Univ.;16;13
2023;Univ.;35;30
2023;Univ.;0;0
2023;Univ.;5;8
2023;Univ.;28;8
2023;Univ.;6;29
2023;Univ.;0;35
2023;Univ.;2;5
2023;Univ.;31;53
2023;Univ.;10;54
2023;Univ.;11;44
2023;Univ.;36;34
2023;Univ.;11;47
2023;Univ.;4;64
2023;Univ.;0;0
2023;Univ.;7;5
2023;Univ.;25;2
2023;Univ.;3;4
2023;Univ.;31;7
2023;Univ.;0;0
2023;Univ.;23;2
2023;Univ.;21;2
2023;Univ.;28;5
2023;Univ.;0;0
2023;Univ.;18;3
2023;Univ.;14;12
2023;Univ.;0;0
2023;Univ.;24;11
2023;Univ.;30;26
2023;Univ.;0;0
2023;Univ.;16;27
2023;Univ.;144;113
2023;Univ.;19;13
2023;Univ.;27;18
2023;Univ.;39;69
2023;Univ.;0;0
2023;Univ.;5;19
2023;Univ.;36;51
2023;Univ.;10;72
2023;Univ.;16;72
2023;Univ.;9;27
2023;Univ.;64;53
2023;Univ.;20;98
2023;Univ.;106;152
2023;Univ.;21;17
2023;Univ.;;
2023;Univ.;0;45
2023;Univ.;4;21
2023;Univ.;0;0
2023;Univ.;11;12
2023;Univ.;13;10
2023;Univ.;6;34
2023;Univ.;26;54
2023;Univ.;49;31
2023;Univ.;28;63
2023;Univ.;14;60
2023;Univ.;19;47
2023;Univ.;99;16
2023;Univ.;54;30
2023;Univ.;0;0
2023;Univ.;;
2023;Univ.;;
2023;Univ.;3;1
2023;Univ.;2;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;2
2023;Univ.;;
2023;Univ.;;3
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;4;5
2023;Univ.;;
2023;Univ.;;
2023;Univ.;4;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;24;8
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;18;28
2023;Univ.;21;30
2023;Univ.;;
2023;Univ.;46;58
2023;Univ.;;
2023;Univ.;10;21
2023;Univ.;12;14
2023;Univ.;;
2023;Univ.;0;0
2023;Univ.;;
2023;Univ.;80;50
2023;Univ.;;
2023;Univ.;;
2023;Univ.;38;21
2023;Univ.;29;19
2023;Univ.;29;29
2023;Univ.;4;1
2023;Univ.;26;46
2023;Univ.;13;36
2023;Univ.;;
2023;Univ.;;
2023;Univ.;30;29
2023;Univ.;;
2023;Univ.;3;5
2023;Univ.;7;11
2023;Univ.;15;16
2023;Univ.;3;7
2023;Univ.;14;18
2023;Univ.;7;15
2023;Univ.;1;1
2023;Univ.;11;18
2023;Univ.;70;16
2023;Univ.;18;15
2023;Univ.;16;2
2023;Univ.;49;180
2023;Univ.;6;41
2023;Univ.;19;27
2023;Univ.;37;48
2023;Univ.;;2
2023;Univ.;16;19
2023;Univ.;54;65
2023;Univ.;23;28
2023;Univ.;29;34
2023;Univ.;1;
2023;Univ.;4;3
2023;Univ.;;
2023;Univ.;16;46
2023;Univ.;40;23
2023;Univ.;8;6
2023;Univ.;;
2023;Univ.;51;101
2023;Univ.;18;59
2023;Univ.;;
2023;Univ.;27;65
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;53;53
2023;Univ.;12;27
2023;Univ.;26;28
2023;Univ.;2;31
2023;Univ.;;29
2023;Univ.;;
2023;Univ.;;
2023;Univ.;41;12
2023;Univ.;;
2023;Univ.;;
2023;Univ.;2;28
2023;Univ.;30;54
2023;Univ.;14;30
2023;Univ.;19;65
2023;Univ.;12;77
2023;Univ.;8;50
2023;Univ.;6;30
2023;Univ.;70;41
2023;Univ.;27;22
2023;Univ.;35;42
2023;Univ.;36;36
2023;Univ.;22;67
2023;Univ.;8;25
2023;Univ.;3;60
2023;Univ.;1;46
2023;Univ.;21;63
2023;Univ.;15;35
2023;Univ.;29;64
2023;Univ.;23;26
2023;Univ.;11;79
2023;Univ.;3;38
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;15;15
2023;Univ.;33;3
2023;Univ.;83;8
2023;Univ.;66;41
2023;Univ.;158;30
2023;Univ.;29;6
2023;Univ.;;
2023;Univ.;;
2023;Univ.;65;17
2023;Univ.;;
2023;Univ.;;
2023;Univ.;16;25
2023;Univ.;39;8
2023;Univ.;;
2023;Univ.;;
2023;Univ.;72;10
2023;Univ.;28;7
2023;Univ.;18;8
2023;Univ.;81;25
2023;Univ.;71;29
2023;Univ.;34;4
2023;Univ.;2;3
2023;Univ.;12;3
2023;Univ.;0;0
2023;Univ.;14;1
2023;Univ.;17;3
2023;Univ.;5;3
2023;Univ.;5;6
2023;Univ.;13;12
2023;Univ.;9;11
2023;Univ.;21;12
2023;Univ.;3;18
2023;Univ.;19;25
2023;Univ.;17;12
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;20;12
2023;Univ.;26;2
2023;Univ.;2;38
2023;Univ.;0;16
2023;Univ.;42;7
2023;Univ.;9;8
2023;Univ.;9;6
2023;Univ.;11;8
2023;Univ.;17;4
2023;Univ.;14;14
2023;Univ.;54;93
2023;Univ.;18;37
2023;Univ.;5;5
2023;Univ.;0;0
2023;Univ.;10;27
2023;Univ.;7;26
2023;Univ.;34;30
2023;Univ.;14;11
2023;Univ.;0;17
2023;Univ.;7;110
2023;Univ.;0;0
2023;Univ.;7;68
2023;Univ.;1;7
2023;Univ.;8;13
2023;Univ.;5;5
2023;Univ.;0;0
2023;Univ.;11;12
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;7;3
2023;Univ.;0;0
2023;Univ.;1;11
2023;Univ.;16;53
2023;Univ.;28;19
2023;Univ.;12;19
2023;Univ.;1;5
2023;Univ.;23;27
2023;Univ.;6;28
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;;
2023;Univ.;0;0
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;;
2023;Univ.;0;0
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;0;0
2023;Univ.;;
2023;Univ.;;
2023;Univ.;23;18
2023;Univ.;25;27
2023;Univ.;37;29
2023;Univ.;53;27
2023;Univ.;4;1
2023;Univ.;38;64
2023;Univ.;18;26
2023;Univ.;15;34
2023;Univ.;13;24
2023;Univ.;13;17
2023;Univ.;6;6
2023;Univ.;18;43
2023;Univ.;12;43
2023;Univ.;17;37
2023;Univ.;2;45
2023;Univ.;0;54
2023;Univ.;8;45
2023;Univ.;14;30
2023;Univ.;20;34
2023;Univ.;39;13
2023;Univ.;28;15
2023;Univ.;20;37
2023;Univ.;21;14
2023;Univ.;14;48
2023;Univ.;7;44
2023;Univ.;12;45
2023;Univ.;33;30
2023;Univ.;18;17
2023;Univ.;57;3
2023;Univ.;63;5
2023;Univ.;69;9
2023;Univ.;74;11
2023;Univ.;71;26
2023;Univ.;80;39
2023;Univ.;65;4
2023;Univ.;22;31
2023;Univ.;37;2
2023;Univ.;23;1
2023;Univ.;14;18
2023;Univ.;57;11
2023;Univ.;64;16
2023;Univ.;24;1
2023;Univ.;12;15
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;23;39
2023;Univ.;;
2023;Univ.;11;16
2023;Univ.;2;1
2023;Univ.;;
2023;Univ.;;
2023;Univ.;26;31
2023;Univ.;11;7
2023;Univ.;2;1
2023;Univ.;17;8
2023;Univ.;;
2023;Univ.;;
2023;Univ.;22;22
2023;Univ.;4;3
2023;Univ.;;
2023;Univ.;1;6
2023;Univ.;5;10
2023;Univ.;4;0
2023;Univ.;45;39
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;35;54
2023;Univ.;3;2
2023;Univ.;;
2023;Univ.;7;11
2023;Univ.;;
2023;Univ.;;
2023;Univ.;10;6
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;23;15
2023;Univ.;104;126
2023;Univ.;24;18
2023;Univ.;14;8
2023;Univ.;19;75
2023;Univ.;2;23
2023;Univ.;;
2023;Univ.;24;59
2023;Univ.;13;43
2023;Univ.;22;45
2023;Univ.;30;90
2023;Univ.;28;95
2023;Univ.;24;98
2023;Univ.;;
2023;Univ.;20;71
2023;Univ.;11;31
2023;Univ.;;
2023;Univ.;33;12
2023;Univ.;10;6
2023;Univ.;19;46
2023;Univ.;41;82
2023;Univ.;35;112
2023;Univ.;;
2023;Univ.;;
2023;Univ.;81;84
2023;Univ.;28;38
2023;Univ.;26;11
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;22;11
2023;Univ.;;
2023;Univ.;32;85
2023;Univ.;;
2023;Univ.;23;74
2023;Univ.;7;19
2023;Univ.;;
2023;Univ.;19;47
2023;Univ.;;
2023;Univ.;32;104
2023;Univ.;;
2023;Univ.;56;105
2023;Univ.;10;21
2023;Univ.;;
2023;Univ.;30;66
2023;Univ.;;
2023;Univ.;20;60
2023;Univ.;6;10
2023;Univ.;5;21
2023;Univ.;15;42
2023;Univ.;;
2023;Univ.;3;18
2023;Univ.;;
2023;Univ.;16;25
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;2;7
2023;Univ.;8;18
2023;Univ.;6;16
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;21;39
2023;Univ.;10;10
2023;Univ.;5;7
2023;Univ.;9;9
2023;Univ.;23;19
2023;Univ.;9;6
2023;Univ.;20;35
2023;Univ.;8;15
2023;Univ.;21;35
2023;Univ.;20;19
2023;Univ.;0;17
2023;Univ.;0;24
2023;Univ.;;
2023;Univ.;0;20
2023;Univ.;0;19
2023;Univ.;;
2023;Univ.;0;27
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;38;6
2023;Univ.;5;16
2023;Univ.;13;37
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;34;8
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;13;1
2023;Univ.;26;8
2023;Univ.;23;4
2023;Univ.;23;41
2023;Univ.;70;118
2023;Univ.;;
2023;Univ.;21;31
2023;Univ.;28;91
2023;Univ.;45;134
2023;Univ.;25;94
2023;Univ.;44;158
2023;Univ.;63;198
2023;Univ.;30;114
2023;Univ.;5;22
2023;Univ.;;
2023;Univ.;;
2023;Univ.;2;31
2023;Univ.;4;24
2023;Univ.;;
2023;Univ.;;
2023;Univ.;2;16
2023;Univ.;64;36
2023;Univ.;41;31
2023;Univ.;39;18
2023;Univ.;60;32
2023;Univ.;65;24
2023;Univ.;36;29
2023;Univ.;6;31
2023;Univ.;;
2023;Univ.;;
2023;Univ.;8;34
2023;Univ.;12;37
2023;Univ.;5;38
2023;Univ.;;
2023;Univ.;7;23
2023;Univ.;5;12
2023;Univ.;6;118
2023;Univ.;10;20
2023;Univ.;4;28
2023;Univ.;5;28
2023;Univ.;3;17
2023;Univ.;4;22
2023;Univ.;;
2023;Univ.;12;39
2023;Univ.;10;45
2023;Univ.;7;14
2023;Univ.;5;11
2023;Univ.;6;43
2023;Univ.;16;43
2023;Univ.;8;37
2023;Univ.;;
2023;Univ.;;
2023;Univ.;6;24
2023;Univ.;3;11
2023;Univ.;;
2023;Univ.;19;4
2023;Univ.;;
2023;Univ.;8;2
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;25;7
2023;Univ.;7;2
2023;Univ.;;
2023;Univ.;391;106
2023;Univ.;;
2023;Univ.;149;39
2023;Univ.;;
2023;Univ.;;
2023;Univ.;4;1
2023;Univ.;;
2023;Univ.;23;2
2023;Univ.;49;6
2023;Univ.;5;4
2023;Univ.;;
2023;Univ.;26;7
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;21;4
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;;
2023;Univ.;77;25
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;372;198
2023;Univ.;141;73
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;51;8
2023;Univ.;;
2023;Univ.;0;0
2023;Univ.;27;94
2023;Univ.;24;69
2023;Univ.;73;70
2023;Univ.;61;52
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;63;25
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;0;0
2023;Univ.;339;96
2023;Univ.;110;43
2023;Univ.;13;41
2023;Univ.;;
2023;Univ.;40;32
2023;Univ.;13;12
2023;Univ.;18;9
2023;Univ.;;
2023;Univ.;;
2023;Univ.;11;20
2023;Univ.;65;128
2023;Univ.;49;14
2023;Univ.;146;49
2023;Univ.;142;50
2023;Univ.;41;31
2023;Univ.;82;29
2023;Univ.;1;0
2023;Univ.;2;8
2023;Univ.;52;35
2023;Univ.;;
2023;Univ.;201;252
2023;Univ.;;
2023;Univ.;10;3
2023;Univ.;71;55
2023;Univ.;21;12
2023;Univ.;31;21
2023;Univ.;16;3
2023;Univ.;36;55
2023;Univ.;142;227
2023;Univ.;;
2023;Univ.;;
2023;Univ.;59;80
2023;Univ.;13;18
2023;Univ.;18;13
2023;Univ.;10;10
2023;Univ.;8;7
2023;Univ.;24;33
2023;Univ.;11;21
2023;Univ.;21;29
2023;Univ.;23;44
2023;Univ.;;
2023;Univ.;40;68
2023;Univ.;101;254
2023;Univ.;61;160
2023;Univ.;59;18
2023;Univ.;59;61
2023;Univ.;37;43
2023;Univ.;8;24
2023;Univ.;19;40
2023;Univ.;;
2023;Univ.;19;57
2023;Univ.;;
2023;Univ.;23;52
2023;Univ.;15;23
2023;Univ.;34;74
2023;Univ.;48;87
2023;Univ.;37;27
2023;Univ.;26;47
2023;Univ.;16;5
2023;Univ.;45;21
2023;Univ.;15;1
2023;Univ.;39;23
2023;Univ.;68;48
2023;Univ.;42;28
2023;Univ.;5;3
2023;Univ.;47;27
2023;Univ.;16;29
2023;Univ.;74;112
2023;Univ.;37;19
2023;Univ.;119;257
2023;Univ.;54;58
2023;Univ.;94;182
2023;Univ.;33;31
2023;Univ.;11;74
2023;Univ.;37;125
2023;Univ.;18;83
2023;Univ.;5;13
2023;Univ.;;
2023;Univ.;31;167
2023;Univ.;;
2023;Univ.;;
2023;Univ.;10;30
2023;Univ.;;
2023;Univ.;8;21
2023;Univ.;61;53
2023;Univ.;21;4
2023;Univ.;40;42
2023;Univ.;152;157
2023;Univ.;33;36
2023;Univ.;109;107
2023;Univ.;28;21
2023;Univ.;;
2023;Univ.;;
2023;Univ.;4;1
2023;Univ.;;
2023;Univ.;0;19
2023;Univ.;1;31
2023;Univ.;1;26
2023;Univ.;43;3
2023;Univ.;78;14
2023;Univ.;30;2
2023;Univ.;5;3
2023;Univ.;16;9
2023;Univ.;14;2
2023;Univ.;1;4
2023;Univ.;;
2023;Univ.;1;6
2023;Univ.;;
2023;Univ.;63;23
2023;Univ.;;
2023;Univ.;38;11
2023;Univ.;14;15
2023;Univ.;14;27
2023;Univ.;12;23
2023;Univ.;19;24
2023;Univ.;58;65
